Rank,Word_with_Article,IPA,Eng_Approx,Meaning,Verb_Tense,Verb_Mood,Sentence,Sentence_IPA,Sentence_Eng_Approx,Sentence_Translation,Elision_Note,Sentence_Breakdown
126,cinq,/sɛ̃k/,sank,five,,,J'ai acheté cinq pommes rouges au marché.,/ʒe aʃ.te sɛ̃k pɔm ʁuʒ o maʁ.ʃe/,zhay ash-TAY sank pom roozh oh mar-SHAY,I bought five red apples at the market.,à + le -> au,J'|I|Pron|/ʒ/|zh;ai|have|Verb|/e/|ay;acheté|bought|Verb|/aʃ.te/|ash-tay;cinq|five|Num|/sɛ̃k/|sank;pommes(les)|apples|Noun|/pɔm/|pom;rouges|red|Adj|/ʁuʒ/|roozh;au(Prep)|at the|Prep|/o/|oh;marché(le)|market|Noun|/maʁ.ʃe/|mar-shay
127,tard,/taʁ/,tar,late,,,Il est trop tard pour aller au cinéma.,/il ɛ tʁo taʁ puʁ a.le o si.ne.ma/,eel eh tro tar poor ah-LAY oh see-nay-MAH,It is too late to go to the movies.,,Il(Pron)|It|Pron|/il/|eel;est|is|Verb|/ɛ/|eh;trop|too|Adv|/tʁo/|tro;tard|late|Adv|/taʁ/|tar;pour|to|Prep|/puʁ/|poor;aller|go|Verb|/a.le/|ah-lay;au(Prep)|to the|Prep|/o/|oh;cinéma(le)|cinema|Noun|/si.ne.ma/|see-nay-mah
128,puis,/pɥi/,pwee,then,,,"Nous allons manger, puis nous allons dormir.",/nu za.lɔ̃ mɑ̃.ʒe pɥi nu za.lɔ̃ dɔʁ.miʁ/,noo zah-LOHN mahn-ZHAY pwee noo zah-LOHN dor-MEER,"We are going to eat, then we are going to sleep.",,Nous(Pron)|We|Pron|/nu/|noo;allons|go|Verb|/a.lɔ̃/|ah-lohn;manger|eat|Verb|/mɑ̃.ʒe/|mahn-zhay;puis|then|Adv|/pɥi/|pwee;nous(Pron)|we|Pron|/nu/|noo;allons|go|Verb|/a.lɔ̃/|ah-lohn;dormir|sleep|Verb|/dɔʁ.miʁ/|dor-meer
129,personne,/pɛʁ.sɔn/,pair-son,person / nobody,,,Il n'y a personne dans la salle.,/il nj‿a pɛʁ.sɔn dɑ̃ la sal/,eel nyah pair-SON dahn lah sal,There is nobody in the room.,,Il n'y a|There is (neg)|Expr|/il nj a/|eel ny ah;personne|nobody|Pron|/pɛʁ.sɔn/|pair-son;dans|in|Prep|/dɑ̃/|dahn;la(Art)|the|Art|/la/|lah;salle(la)|room/hall|Noun|/sal/|sal
130,fort / forte,/fɔʁ/ /fɔʁt/,for / fort,strong / loud,,,La musique est trop forte pour mes oreilles.,/la my.zik ɛ tʁo fɔʁt puʁ me z‿ɔ.ʁɛj/,lah mew-ZEEK eh tro fort poor may zoh-RAY,The music is too loud for my ears.,,La(Art)|The|Art|/la/|lah;musique(la)|music|Noun|/my.zik/|mew-zeek;est|is|Verb|/ɛ/|eh;trop|too|Adv|/tʁo/|tro;forte|loud/strong|Adj|/fɔʁt/|fort;pour|for|Prep|/puʁ/|poor;mes(Det)|my|Det|/me/|may;oreilles(les)|ears|Noun|/ɔ.ʁɛj/|oh-ray
131,chaque,/ʃak/,shak,each / every,,,Je bois du café chaque matin avant de travailler.,/ʒə bwa dy ka.fe ʃak ma.tɛ̃ a.vɑ̃ də tʁa.va.je/,zhuh bwah dew kah-FAY shak mah-TEHN ah-VAHN duh trah-vah-YAY,I drink coffee every morning before working.,,Je(Pron)|I|Pron|/ʒə/|zhuh;bois|drink|Verb|/bwa/|bwah;du(Art)|some|Art|/dy/|dew;café(le)|coffee|Noun|/ka.fe/|kah-fay;chaque|every|Det|/ʃak/|shak;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn;avant|before|Prep|/a.vɑ̃/|ah-vahn;de|of|Prep|/də/|duh;travailler|work|Verb|/tʁa.va.je/|trah-vah-yay
132,premier / première,/pʁə.mje/ /pʁə.mjɛʁ/,pruh-myay / pruh-myair,first,,,C'est la première fois que je viens ici.,/s‿ɛ la pʁə.mjɛʁ fwa kə ʒə vjɛ̃ i.si/,seh lah pruh-myair fwah kuh zhuh vyehn ee-SEE,It is the first time that I come here.,,C'|It|Pron|/s/|s;est|is|Verb|/ɛ/|eh;la(Art)|the|Art|/la/|lah;première|first|Adj|/pʁə.mjɛʁ/|pruh-myair;fois(la)|time|Noun|/fwa/|fwah;que|that|Conj|/kə/|kuh;je(Pron)|I|Pron|/ʒə/|zhuh;viens|come|Verb|/vjɛ̃/|vyehn;ici|here|Adv|/i.si/|ee-see
133,cœur,/kœʁ/,kur,heart,,,Elle a un grand cœur et aide tout le monde.,/ɛl a œ̃ ɡʁɑ̃ kœʁ e ɛd tu lə mɔ̃d/,el ah uhn grahn kur ay ed too luh mohnd,She has a big heart and helps everyone.,,Elle(Pron)|She|Pron|/ɛl/|el;a|has|Verb|/a/|ah;un(Art)|a|Art|/œ̃/|uh;grand|big|Adj|/ɡʁɑ̃/|grahn;cœur(le)|heart|Noun|/kœʁ/|kur;et|and|Conj|/e/|ay;aide|helps|Verb|/ɛd/|ed;tout le monde|everyone|Pron|/tu lə mɔ̃d/|too luh mohnd
134,combien,/kɔ̃.bjɛ̃/,kohn-byehn,how much / how many,,,Combien de pommes veux-tu acheter ?,/kɔ̃.bjɛ̃ də pɔm vø ty aʃ.te/,kohn-byehn duh pom vuh-tew ash-TAY,How many apples do you want to buy?,,Combien|How many|Adv|/kɔ̃.bjɛ̃/|kohn-byehn;de|of|Prep|/də/|duh;pommes(les)|apples|Noun|/pɔm/|pom;veux-tu|want you|Verb|/vø ty/|vuh tew;acheter|to buy|Verb|/aʃ.te/|ash-tay
135,ciel,/sjɛl/,syel,sky,,,Le ciel est bleu et sans nuages.,/lə sjɛl ɛ blø e sɑ̃ nɥaʒ/,luh syel eh bluh ay sahn nwee-AZH,The sky is blue and without clouds.,,Le(Art)|The|Art|/lə/|luh;ciel(le)|sky|Noun|/sjɛl/|syel;est|is|Verb|/ɛ/|eh;bleu|blue|Adj|/blø/|bluh;et|and|Conj|/e/|ay;sans|without|Prep|/sɑ̃/|sahn;nuages(les)|clouds|Noun|/nɥaʒ/|new-azh
136,main (la),/mɛ̃/,mehn,hand,,,Je te donne la main pour traverser la rue.,/ʒə tə dɔn la mɛ̃ puʁ tʁa.vɛʁ.se la ʁy/,zhuh tuh don lah mehn poor trah-vair-SAY lah rue,I’m giving you my hand to cross the street.,,Je(Pron)|I|Pron|/ʒə/|zhuh;te(Pron)|you|Pron|/tə/|tuh;donne|give|Verb|/dɔn/|don;la(Art)|the|Art|/la/|lah;main(la)|hand|Noun|/mɛ̃/|mehn;pour|to|Prep|/puʁ/|poor;traverser|to cross|Verb|/tʁa.vɛʁ.se/|trah-vair-say;la(Art)|the|Art|/la/|lah;rue(la)|street|Noun|/ʁy/|rue
137,tête (la),/tɛt/,tet,head,,,J'ai mal à la tête depuis ce matin.,/ʒe mal a la tɛt də.pɥi sə ma.tɛ̃/,zhay mal ah lah tet duh-pwee suh mah-TEHN,I’ve had a headache since this morning.,,J'|I|Pron|/ʒ/|zh;ai|have|Verb|/e/|ay;mal|pain|Noun|/mal/|mal;à|to|Prep|/a/|ah;la(Art)|the|Art|/la/|lah;tête(la)|head|Noun|/tɛt/|tet;depuis|since|Prep|/də.pɥi/|duh-pwee;ce(Det)|this|Det|/sə/|suh;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
138,prendre,/pʁɑ̃dʁ/,prahn-druh,to take,Infinitive,Infinitive,Je vais prendre un café avec toi maintenant.,/ʒə vɛ pʁɑ̃dʁ œ̃ ka.fe a.vɛk twa mɛ̃.t(ə).nɑ̃/,zhuh veh prahn-druh uhn kah-FAY ah-vek twah mehn-tuh-NAHN,I’m going to have a coffee with you now.,,Je(Pron)|I|Pron|/ʒə/|zhuh;vais|go|Verb|/vɛ/|veh;prendre|to take|Verb|/pʁɑ̃dʁ/|prahn-druh;un(Art)|a|Art|/œ̃/|uh;咖fé(le)|coffee|Noun|/ka.fe/|kah-fay;avec|with|Prep|/a.vɛk/|ah-vek;toi(Pron)|you|Pron|/twa/|twah;maintenant|now|Adv|/mɛ̃t.nɑ̃/|mehnt-nahn
139,donner,/dɔ.ne/,doh-nay,to give,Infinitive,Infinitive,"Peux-tu me donner une minute,s'il te plaît ?",/pø ty mə dɔ.ne yn mi.nyt sil tə plɛ/,puh-tew muh doh-NAY een mee-NOOT seel tuh pleh,"Can you give me a minute, please?",,Peux-tu|can you|Verb|/pø ty/|puh tew;me(Pron)|me|Pron|/mə/|muh;donner|to give|Verb|/dɔ.ne/|doh-nay;une(Art)|a|Art|/yn/|een;minute(la)|minute|Noun|/mi.nyt/|mee-newt;s'il te plaît|please|Expr|/sil tə plɛ/|seel tuh pleh
140,dire,/diʁ/,deer,to say / to tell,Infinitive,Infinitive,Je dois te dire quelque chose d'important ce soir.,/ʒə dwa tə diʁ kɛlk ʃoz d‿ɛ̃.pɔʁ.tɑ̃ sə swaʁ/,zhuh dwah tuh deer kelk shoz dahn-por-TAHN suh swar,I have to tell you something important tonight.,de + important -> d'important,Je(Pron)|I|Pron|/ʒə/|zhuh;dois|must|Verb|/dwa/|dwah;te(Pron)|you|Pron|/tə/|tuh;dire|to tell|Verb|/diʁ/|deer;quelque chose|something|Pron|/kɛlk ʃoz/|kelk shoz;d'|of|Prep|/d/|d;important|important|Adj|/ɛ̃.pɔʁ.tɑ̃/|ehn-por-tahn;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar
141,voir,/vwaʁ/,vwahr,to see,Infinitive,Infinitive,On va voir un film après le dîner ce soir.,/ɔ̃ va vwaʁ œ̃ film a.pʁɛ lə di.ne sə swaʁ/,ohn vah vwahr uhn feelm ah-PREH luh dee-NAY suh swar,We’re going to watch a film after dinner tonight.,,On(Pron)|we|Pron|/ɔ̃/|ohn;va|goes|Verb|/va/|vah;voir|to see|Verb|/vwaʁ/|vwahr;un(Art)|a|Art|/œ̃/|uhn;film(le)|film|Noun|/film/|feelm;après|after|Prep|/a.pʁɛ/|ah-preh;le(Art)|the|Art|/lə/|luh;dîner(le)|dinner|Noun|/di.ne/|dee-nay;ce(Det)|this|Det|/sə/|suh;soir(le)|evening|Noun|/swaʁ/|swar
142,venir,/və.niʁ/,vuh-neer,to come,Infinitive,Infinitive,Tu peux venir chez moi après ton travail aujourd'hui.,/ty pø və.niʁ ʃe mwa a.pʁɛ tɔ̃ tʁa.vaj o.ʒuʁ.dɥi/,tew puh vuh-NEER shay mwah ah-PREH tohn trah-VYE oh-zhoor-DWEE,You can come to my place after work today.,,Tu(Pron)|you|Pron|/ty/|tew;peux|can|Verb|/pø/|puh;venir|to come|Verb|/və.niʁ/|vuh-neer;chez|to (someone’s)|Prep|/ʃe/|shay;moi(Pron)|me|Pron|/mwa/|mwah;après|after|Prep|/a.pʁɛ/|ah-preh;ton(Det)|your|Det|/tɔ̃/|tohn;travail(le)|work|Noun|/tʁa.vaj/|trah-vye;aujourd'hui|today|Adv|/o.ʒuʁ.dɥi/|oh-zhoor-dwee
143,savoir,/sa.vwaʁ/,sah-vwahr,to know,Infinitive,Infinitive,Je veux savoir pourquoi tu es en retard encore.,/ʒə vø sa.vwaʁ puʁ.kwa ty ɛ ɑ̃ ʁə.taʁ ɑ̃.kɔʁ/,zhuh vuh sah-vwahr poor-kwah tew eh ahn ruh-TAR ahn-kor,I want to know why you’re late again.,,Je(Pron)|I|Pron|/ʒə/|zhuh;veux|want|Verb|/vø/|vuh;savoir|to know|Verb|/sa.vwaʁ/|sah-vwahr;pourquoi|why|Adv|/puʁ.kwa/|poor-kwah;tu(Pron)|you|Pron|/ty/|tew;es|are|Verb|/ɛ/|eh;en|in|Prep|/ɑ̃/|ahn;retard(le)|late|Noun|/ʁə.taʁ/|ruh-tar;encore|again|Adv|/ɑ̃.kɔʁ/|ahn-kor
144,pouvoir,/pu.vwaʁ/,poo-vwahr,to be able,Infinitive,Infinitive,"Je ne peux pas sortir,je suis trop fatigué.",/ʒə nə pø pa sɔʁ.tiʁ ʒə sɥi tʁo fa.ti.ɡe/,zhuh nuh puh pah sor-TEER zhuh swee troh fah-tee-GAY,"I can’t go out, I’m too tired.",,Je(Pron)|I|Pron|/ʒə/|zhuh;ne|not|Adv|/nə/|nuh;peux|can|Verb|/pø/|puh;pas|not|Adv|/pa/|pah;sortir|to go out|Verb|/sɔʁ.tiʁ/|sor-teer;je(Pron)|I|Pron|/ʒə/|zhuh;suis|am|Verb|/sɥi/|swee;trop|too|Adv|/tʁo/|troh;fatigué|tired|Adj|/fa.ti.ɡe/|fah-tee-gay
145,devoir,/də.vwaʁ/,duh-vwahr,to have to,Infinitive,Infinitive,Je dois finir ce travail avant demain matin.,/ʒə dwa fi.niʁ sə tʁa.vaj a.vɑ̃ də.mɛ̃ ma.tɛ̃/,zhuh dwah fee-NEER suh trah-VYE ah-VAHN duh-mehn mah-TEHN,I have to finish this work before tomorrow morning.,,Je(Pron)|I|Pron|/ʒə/|zhuh;dois|must|Verb|/dwa/|dwah;finir|to finish|Verb|/fi.niʁ/|fee-neer;ce(Det)|this|Det|/sə/|suh;travail(le)|work|Noun|/tʁa.vaj/|trah-vye;avant|before|Prep|/a.vɑ̃/|ah-vahn;demain|tomorrow|Adv|/də.mɛ̃/|duh-mehn;matin(le)|morning|Noun|/ma.tɛ̃/|mah-tehn
146,vouloir,/vu.lwaʁ/,voo-lwahr,to want,Infinitive,Infinitive,"Tu veux vraiment manger ici,ou ailleurs ?",/ty vø vʁɛ.mɑ̃ mɑ̃.ʒe i.si u a.jœʁ/,tew vuh vreh-mahn mahn-ZHAY ee-SEE oo ah-YUR,"Do you really want to eat here, or elsewhere?",,Tu(Pron)|you|Pron|/ty/|tew;veux|want|Verb|/vø/|vuh;vraiment|really|Adv|/vʁɛ.mɑ̃/|vreh-mahn;manger|to eat|Verb|/mɑ̃.ʒe/|mahn-zhay;ici|here|Adv|/i.si/|ee-see;ou|or|Conj|/u/|oo;ailleurs|elsewhere|Adv|/a.jœʁ/|ah-yur
147,faire,/fɛʁ/,fair,to do / to make,Infinitive,Infinitive,On va faire les courses après le travail aujourd'hui.,/ɔ̃ va fɛʁ le kuʁs a.pʁɛ lə tʁa.vaj o.ʒuʁ.dɥi/,ohn vah fair lay koors ah-PREH luh trah-VYE oh-zhoor-DWEE,We’re going to do the shopping after work today.,,On(Pron)|we|Pron|/ɔ̃/|ohn;va|goes|Verb|/va/|vah;faire|to do|Verb|/fɛʁ/|fair;les(Art)|the|Art|/le/|lay;courses(les)|shopping|Noun|/kuʁs/|koors;après|after|Prep|/a.pʁɛ/|ah-preh;le(Art)|the|Art|/lə/|luh;travail(le)|work|Noun|/tʁa.vaj/|trah-vye;aujourd'hui|today|Adv|/o.ʒuʁ.dɥi/|oh-zhoor-dwee
148,aller,/a.le/,ah-lay,to go,Infinitive,Infinitive,Je vais aller au bureau même s'il pleut.,/ʒə vɛ a.le o by.ʁo mɛm sil plø/,zhuh veh ah-LAY oh bew-ROH mem seel pluh,I’m going to the office even if it rains.,à + le -> au,Je(Pron)|I|Pron|/ʒə/|zhuh;vais|go|Verb|/vɛ/|veh;aller|to go|Verb|/a.le/|ah-lay;au(Prep)|to the|Prep|/o/|oh;bureau(le)|office|Noun|/by.ʁo/|bew-roh;même|even|Adv|/mɛm/|mem;s'il|if it|Conj|/sil/|seel;pleut|rains|Verb|/plø/|pluh
149,sortir,/sɔʁ.tiʁ/,sor-teer,to go out,Infinitive,Infinitive,Nous aimons sortir ensemble le samedi soir en ville.,/nu zɛm sɔʁ.tiʁ ɑ̃.sɑ̃bl lə sam.di swaʁ ɑ̃ vil/,noo zem sor-TEER ahn-sahmbl luh sam-DEE swar ahn veel,We like going out together on Saturday nights in town.,,Nous(Pron)|we|Pron|/nu/|noo;aimons|like|Verb|/ɛm/|em;sortir|to go out|Verb|/sɔʁ.tiʁ/|sor-teer;ensemble|together|Adv|/ɑ̃.sɑ̃bl/|ahn-sahmbl;le(Art)|the|Art|/lə/|luh;samedi(le)|Saturday|Noun|/sam.di/|sam-dee;soir(le)|evening|Noun|/swaʁ/|swar;en|in|Prep|/ɑ̃/|ahn;ville(la)|town|Noun|/vil/|veel
150,rester,/ʁɛs.te/,res-tay,to stay,Infinitive,Infinitive,Je préfère rester à la maison ce week-end.,/ʒə pʁe.fɛʁ ʁɛs.te a la mɛ.zɔ̃ sə wik.ɛnd/,zhuh pray-FAIR res-TAY ah lah meh-ZOHN suh week-end,I prefer to stay at home this weekend.,,Je(Pron)|I|Pron|/ʒə/|zhuh;préfère|prefer|Verb|/pʁe.fɛʁ/|pray-fair;rester|to stay|Verb|/ʁɛs.te/|res-tay;à|at|Prep|/a/|ah;la(Art)|the|Art|/la/|lah;maison(la)|house|Noun|/mɛ.zɔ̃/|meh-zohn;ce(Det)|this|Det|/sə/|suh;week-end(le)|weekend|Noun|/wik.ɛnd/|week-end
151,entrer,/ɑ̃.tʁe/,ahn-tray,to enter,Infinitive,Infinitive,Tu dois entrer par la porte de gauche aujourd'hui.,/ty dwa ɑ̃.tʁe paʁ la pɔʁt də ɡoʃ o.ʒuʁ.dɥi/,tew dwah ahn-TRAY par lah port duh gosh oh-zhoor-DWEE,You have to enter through the left door today.,,Tu(Pron)|you|Pron|/ty/|tew;dois|must|Verb|/dwa/|dwah;entrer|to enter|Verb|/ɑ̃.tʁe/|ahn-tray;par|by|Prep|/paʁ/|par;la(Art)|the|Art|/la/|lah;porte(la)|door|Noun|/pɔʁt/|port;de|of|Prep|/də/|duh;gauche|left|Adj|/ɡoʃ/|gosh;aujourd'hui|today|Adv|/o.ʒuʁ.dɥi/|oh-zhoor-dwee
152,partie (la),/paʁ.ti/,par-tee,part / portion,,,Je n'ai pas compris cette partie du film hier.,/ʒə n‿e pa kɔ̃.pʁi sɛt paʁ.ti dy film jɛʁ/,zhuh nay pah kohn-PREE set par-TEE dew feelm yair,I didn’t understand that part of the film yesterday.,ne + ai -> n'ai;de + le -> du,Je(Pron)|I|Pron|/ʒə/|zhuh;n'|not|Adv|/n/|n;ai|have|Verb|/e/|ay;pas|not|Adv|/pa/|pah;compris|understood|Verb|/kɔ̃.pʁi/|kohn-pree;cette(Det)|this|Det|/sɛt/|set;partie(la)|part|Noun|/paʁ.ti/|par-tee;du(Art)|of the|Art|/dy/|dew;film(le)|film|Noun|/film/|feelm;hier|yesterday|Adv|/jɛʁ/|yair
153,temps (le),/tɑ̃/,tahn,time / weather,,,"Avec ce temps,je préfère rester à l'intérieur.",/a.vɛk sə tɑ̃ ʒə pʁe.fɛʁ ʁɛs.te a l‿ɛ̃.te.ʁjœʁ/,ah-vek suh tahn zhuh pray-FAIR res-TAY ah lan-tay-RYUR,"With this weather, I’d rather stay indoors.",à + l' -> à l',Avec(Prep)|with|Prep|/a.vɛk/|ah-vek;ce(Det)|this|Det|/sə/|suh;temps(le)|weather|Noun|/tɑ̃/|tahn;je(Pron)|I|Pron|/ʒə/|zhuh;préfère|prefer|Verb|/pʁe.fɛʁ/|pray-fair;rester|to stay|Verb|/ʁɛs.te/|res-tay;à|at|Prep|/a/|ah;l'|the|Art|/l/|l;intérieur(le)|inside|Noun|/ɛ̃.te.ʁjœʁ/|ehn-tay-ryur
154,jour (le),/ʒuʁ/,zhoor,day,,,"Je te verrai un jour,mais pas aujourd'hui.",/ʒə tə vɛ.ʁe œ̃ ʒuʁ mɛ pa o.ʒuʁ.dɥi/,zhuh tuh veh-RAY uhn zhoor meh pah oh-zhoor-DWEE,"I’ll see you one day, but not today.",,Je(Pron)|I|Pron|/ʒə/|zhuh;te(Pron)|you|Pron|/tə/|tuh;verrai|will see|Verb|/vɛ.ʁe/|veh-ray;un(Det)|one|Det|/œ̃/|uhn;jour(le)|day|Noun|/ʒuʁ/|zhoor;mais|but|Conj|/mɛ/|meh;pas|not|Adv|/pa/|pah;aujourd'hui|today|Adv|/o.ʒuʁ.dɥi/|oh-zhoor-dwee
155,ami (un),/a.mi/,ah-mee,friend,,,Un ami m'a téléphoné très tard hier soir.,/œ̃ n‿a.mi m‿a te.le.fɔ.ne tʁɛ taʁ jɛʁ swaʁ/,uhn nah-MEE mah tay-lay-foh-NAY treh tar yair swar,A friend rang me very late last night.,un + ami liaison;me + a -> m'a,Un(Art)|a|Art|/œ̃/|uhn;ami(un)|friend|Noun|/a.mi/|ah-mee;m'|me|Pron|/m/|m; a|has|Verb|/a/|ah;téléphoné|phoned|Verb|/te.le.fɔ.ne/|tay-lay-foh-nay;très|very|Adv|/tʁɛ/|treh;tard|late|Adv|/taʁ/|tar;hier|yesterday|Adv|/jɛʁ/|yair;soir(le)|evening|Noun|/swaʁ/|swar
156,famille (la),/fa.mij/,fah-mee-yuh,family,,,"Ma famille habite assez loin,mais on se voit.",/ma fa.mij a.bit a.se lwɛ̃ mɛ ɔ̃ sə vwa/,mah fah-mee-yuh ah-BEET ah-say lwehn meh ohn suh vwah,"My family lives quite far away, but we see each other.",,Ma(Det)|my|Det|/ma/|mah;famille(la)|family|Noun|/fa.mij/|fah-mee-yuh;habite|lives|Verb|/a.bit/|ah-beet;assez|quite|Adv|/a.se/|ah-say;loin|far|Adv|/lwɛ̃/|lwehn;mais|but|Conj|/mɛ/|meh;on(Pron)|we|Pron|/ɔ̃/|ohn;se voit|see each other|Verb|/sə vwa/|suh vwah
157,argent (l’),/aʁ.ʒɑ̃/,ar-zhahn,money,,,Je n'ai pas assez d'argent pour ce voyage.,/ʒə n‿e pa a.se d‿aʁ.ʒɑ̃ puʁ sə vwa.jaʒ/,zhuh nay pah ah-say dar-ZHAHN poor suh vwah-YAHZH,I don’t have enough money for this trip.,de + argent -> d'argent,Je(Pron)|I|Pron|/ʒə/|zhuh;n'|not|Adv|/n/|n;ai|have|Verb|/e/|ay;pas|not|Adv|/pa/|pah;assez|enough|Adv|/a.se/|ah-say;d'|of|Prep|/d/|d;argent(l')|money|Noun|/aʁ.ʒɑ̃/|ar-zhahn;pour|for|Prep|/puʁ/|poor;ce(Det)|this|Det|/sə/|suh;voyage(le)|trip|Noun|/vwa.jaʒ/|vwah-yahzh
158,question (la),/kɛs.tjɔ̃/,kes-tyohn,question,,,"J'ai une question simple,mais je n'ose pas.",/ʒe yn kɛs.tjɔ̃ sɛ̃pl mɛ ʒə n‿oz pa/,zhay een kes-TYOHN sehmpl meh zhuh nohz pah,"I have a simple question, but I don’t dare.",je + ose -> j’ose;ne + ose -> n’ose,Je(Pron)|I|Pron|/ʒə/|zhuh;ai|have|Verb|/e/|ay;une(Art)|a|Art|/yn/|een;question(la)|question|Noun|/kɛs.tjɔ̃/|kes-tyohn;simple|simple|Adj|/sɛ̃pl/|sehmpl;mais|but|Conj|/mɛ/|meh;je(Pron)|I|Pron|/ʒə/|zhuh;n'|not|Adv|/n/|n;ose|dare|Verb|/oz/|ohz;pas|not|Adv|/pa/|pah
159,réponse (la),/ʁe.pɔ̃s/,ray-pons,answer,,,Je cherche la réponse depuis plusieurs jours déjà.,/ʒə ʃɛʁʃ la ʁe.pɔ̃s də.pɥi ply.zjœʁ ʒuʁ de.ʒa/,zhuh shairsh lah ray-PONSS duh-pwee plew-ZYUR zhoor day-ZHAH,I’ve been looking for the answer for several days already.,,Je(Pron)|I|Pron|/ʒə/|zhuh;cherche|look for|Verb|/ʃɛʁʃ/|shairsh;la(Art)|the|Art|/la/|lah;réponse(la)|answer|Noun|/ʁe.pɔ̃s/|ray-pons;depuis|since/for|Prep|/də.pɥi/|duh-pwee;plusieurs|several|Det|/ply.zjœʁ/|plew-zyur;jours(les)|days|Noun|/ʒuʁ/|zhoor;déjà|already|Adv|/de.ʒa/|day-zhah
160,problème (le),/pʁɔ.blɛm/,pro-blem,problem,,,"On a un problème sérieux,mais on va gérer.",/ɔ̃ n‿a œ̃ pʁɔ.blɛm se.ʁjø mɛ ɔ̃ va ʒe.ʁe/,ohn nah uhn pro-BLEM say-RYUH meh ohn vah zhay-RAY,"We’ve got a serious problem, but we’ll handle it.",on + a liaison,On(Pron)|we|Pron|/ɔ̃/|ohn;a|have|Verb|/a/|ah;un(Art)|a|Art|/œ̃/|uhn;problème(le)|problem|Noun|/pʁɔ.blɛm/|pro-blem;sérieux|serious|Adj|/se.ʁjø/|say-ryuh;mais|but|Conj|/mɛ/|meh;on(Pron)|we|Pron|/ɔ̃/|ohn;va|go|Verb|/va/|vah;gérer|handle|Verb|/ʒe.ʁe/|zhay-ray
161,chose (une),/ʃoz/,shoz,thing,,,Il y a une chose que je ne comprends pas.,/il j a yn ʃoz kə ʒə nə kɔ̃.pʁɑ̃ pa/,eel y ah een shoz kuh zhuh nuh kohn-PRAHN pah,There’s one thing I don’t understand.,,Il y a|there is|Expr|/il j a/|eel y ah;une(Art)|a|Art|/yn/|een;chose(une)|thing|Noun|/ʃoz/|shoz;que|that|Conj|/kə/|kuh;je(Pron)|I|Pron|/ʒə/|zhuh;ne|not|Adv|/nə/|nuh;comprends|understand|Verb|/kɔ̃.pʁɑ̃/|kohn-prahn;pas|not|Adv|/pa/|pah
162,besoin (le),/bə.zwɛ̃/,buh-zwehn,need,,,On a besoin de repos après cette semaine difficile.,/ɔ̃ n‿a bə.zwɛ̃ də ʁə.po a.pʁɛ sɛt sə.mɛn di.fi.sil/,ohn nah buh-ZWEHN duh ruh-POH ah-PREH set suh-MEN dee-fee-SEEL,We need rest after this difficult week.,on + a liaison,On(Pron)|we|Pron|/ɔ̃/|ohn;a|have|Verb|/a/|ah;besoin(le)|need|Noun|/bə.zwɛ̃/|buh-zwehn;de|of|Prep|/də/|duh;repos(le)|rest|Noun|/ʁə.po/|ruh-poh;après|after|Prep|/a.pʁɛ/|ah-preh;cette(Det)|this|Det|/sɛt/|set;semaine(la)|week|Noun|/sə.mɛn/|suh-men;difficile|difficult|Adj|/di.fi.sil/|dee-fee-seel
163,idée (une),/i.de/,ee-day,idea,,,J'ai une idée pour améliorer ton français rapidement.,/ʒe yn i.de puʁ a.me.ljɔ.ʁe tɔ̃ fʁɑ̃.sɛ ʁa.pid.mɑ̃/,zhay een ee-DAY poor ah-may-lyor-RAY tohn frahn-SEH rah-peed-MAHN,I’ve an idea to improve your French quickly.,,J'|I|Pron|/ʒ/|zh;ai|have|Verb|/e/|ay;une(Art)|an|Art|/yn/|een;idée(une)|idea|Noun|/i.de/|ee-day;pour|to|Prep|/puʁ/|poor;améliorer|improve|Verb|/a.me.ljɔ.ʁe/|ah-may-lyor-ray;ton(Det)|your|Det|/tɔ̃/|tohn;français(le)|French|Noun|/fʁɑ̃.sɛ/|frahn-seh;rapidement|quickly|Adv|/ʁa.pid.mɑ̃/|rah-peed-mahn
164,histoire (une),/is.twaʁ/,ees-twahr,story / history,,,Il raconte une histoire drôle à chaque dîner de famille.,/il ʁa.kɔ̃t yn is.twaʁ dʁol a ʃak di.ne də fa.mij/,eel rah-kohnt een ees-TWAHR drol ah shak dee-NAY duh fah-mee-yuh,He tells a funny story at every family dinner.,,Il(Pron)|he|Pron|/il/|eel;raconte|tells|Verb|/ʁa.kɔ̃t/|rah-kohnt;une(Art)|a|Art|/yn/|een;histoire(une)|story|Noun|/is.twaʁ/|ees-twahr;drôle|funny|Adj|/dʁol/|drol;à|at|Prep|/a/|ah;chaque|each|Det|/ʃak/|shak;dîner(le)|dinner|Noun|/di.ne/|dee-nay;de|of|Prep|/də/|duh;famille(la)|family|Noun|/fa.mij/|fah-mee-yuh
